BUTIKKLOKALE_ID;KUNDENUMMER;KUNDENAVN;LEVERING_DT_TD;STOPPTID_LAGER;RUTE_ID;LEVERANSE_ID
58;380 642;SPAR Brønnøysund;11.04.2019 13:40:00;11.01.2019 09:00:00;1126;13756
58;380 642;SPAR Brønnøysund;11.06.2019 09:30:00;11.04.2019 10:00:00;2599;95984
58;380 642;SPAR Brønnøysund;11.07.2019 08:00:00;11.05.2019 10:00:00;3299;25226
58;380 642;SPAR Brønnøysund;11.08.2019 08:00:00;11.06.2019 10:00:00;4299;14828
4 569;722 553;SPAR Dampsaga;11.04.2019 11:30:00;11.01.2019 09:00:00;1117;95975
4 569;722 553;SPAR Dampsaga;11.05.2019 17:00:00;11.04.2019 13:00:00;2402;95977
4 569;722 553;SPAR Dampsaga;11.07.2019 09:30:00;11.05.2019 21:00:00;4898;95978
4 569;722 553;SPAR Dampsaga;11.08.2019 11:00:00;11.06.2019 21:00:00;5116;95980
1 116;384 776;SPAR Hamarøy;11.04.2019 15:30:00;10.31.2019 21:00:00;6991;13848
1 116;384 776;SPAR Hamarøy;11.07.2019 15:30:00;11.05.2019 09:00:00;3991;14869
868;391 045;SPAR Hegra;11.04.2019 09:00:00;11.01.2019 09:00:00;1110;57956
868;391 045;SPAR Hegra;11.06.2019 08:30:00;11.04.2019 21:00:00;3132;57971
868;391 045;SPAR Hegra;11.07.2019 15:00:00;11.06.2019 13:00:00;4402;74216
868;391 045;SPAR Hegra;11.08.2019 09:00:00;11.06.2019 21:00:00;5107;57937
15 624;609 230;SPAR Melhus;11.04.2019 08:00:00;11.01.2019 09:00:00;1131;85368
15 624;609 230;SPAR Melhus;11.05.2019 12:00:00;11.04.2019 10:00:00;2210;85358
15 624;609 230;SPAR Melhus;11.06.2019 12:00:00;11.05.2019 10:00:00;3225;85359
15 624;609 230;SPAR Melhus;11.07.2019 08:45:00;11.05.2019 21:00:00;4131;85360
15 624;609 230;SPAR Melhus;11.08.2019 08:30:00;11.06.2019 21:00:00;5114;85361
2 127;634 907;EUROSPAR Bodø;11.04.2019 06:45:00;10.31.2019 21:00:00;6991;38847
2 127;634 907;EUROSPAR Bodø;11.05.2019 07:15:00;11.01.2019 10:00:00;1991;27825
2 127;634 907;EUROSPAR Bodø;11.06.2019 06:30:00;11.04.2019 09:00:00;2991;14567
2 127;634 907;EUROSPAR Bodø;11.07.2019 07:15:00;11.05.2019 09:00:00;3991;30648
2 127;634 907;EUROSPAR Bodø;11.08.2019 07:00:00;11.06.2019 09:00:00;4991;12253
7 000;374 710;EUROSPAR Hunstad;11.04.2019 09:00:00;10.31.2019 21:00:00;6992;13825
7 000;374 710;EUROSPAR Hunstad;11.05.2019 09:30:00;11.01.2019 10:00:00;1992;41538
7 000;374 710;EUROSPAR Hunstad;11.06.2019 09:00:00;11.04.2019 09:00:00;2992;36942
7 000;374 710;EUROSPAR Hunstad;11.07.2019 08:00:00;11.05.2019 09:00:00;3991;30652
7 000;374 710;EUROSPAR Hunstad;11.08.2019 07:30:00;11.06.2019 09:00:00;4991;56939
15 625;609 438;EUROSPAR Koch Bodø;11.04.2019 07:00:00;10.31.2019 21:00:00;6991;86052
15 625;609 438;EUROSPAR Koch Bodø;11.05.2019 07:45:00;11.01.2019 10:00:00;1991;268521
15 625;609 438;EUROSPAR Koch Bodø;11.06.2019 12:30:00;11.04.2019 09:00:00;2992;86054
15 625;609 438;EUROSPAR Koch Bodø;11.07.2019 07:00:00;11.05.2019 09:00:00;3991;86055
15 625;609 438;EUROSPAR Koch Bodø;11.08.2019 07:45:00;11.06.2019 09:00:00;4991;86056
2 303;634 246;Joker Halsa;11.04.2019 15:00:00;10.31.2019 21:00:00;6991;13803
2 303;634 246;Joker Halsa;11.07.2019 14:30:00;11.05.2019 09:00:00;3991;14798
386;391 086;Joker Knarrlagsund;11.04.2019 09:30:00;11.01.2019 09:00:00;1105;38640
386;391 086;Joker Knarrlagsund;11.06.2019 08:00:00;11.04.2019 21:00:00;3104;29080
386;391 086;Joker Knarrlagsund;11.08.2019 09:30:00;11.06.2019 21:00:00;5101;29158
15 626;544 817;Joker Mørkved;11.05.2019 09:30:00;11.01.2019 10:00:00;1992;232716
15 626;544 817;Joker Mørkved;11.07.2019 11:00:00;11.05.2019 09:00:00;3992;232717
15 626;544 817;Joker Mørkved;11.08.2019 08:00:00;11.06.2019 09:00:00;4991;232715
7 880;884 718;Joker Nerskogen;11.05.2019 10:00:00;11.03.2019 21:00:00;2134;29983
7 880;884 718;Joker Nerskogen;11.08.2019 11:00:00;11.06.2019 21:00:00;5123;23070
1 890;936 807;Joker Røst;11.04.2019 20:00:00;10.31.2019 21:00:00;6992;36958
1 890;936 807;Joker Røst;11.05.2019 20:00:00;11.01.2019 10:00:00;1992;14330
1 890;936 807;Joker Røst;11.07.2019 20:00:00;11.05.2019 09:00:00;3992;14821
15 566;702 092;Joker Sprova;11.05.2019 08:30:00;11.03.2019 21:00:00;2107;90876
15 566;702 092;Joker Sprova;11.07.2019 12:00:00;11.05.2019 21:00:00;4898;76033
15 482;604 660;Joker Festningen;11.04.2019 12:00:00;11.01.2019 10:00:00;1209;84807
15 482;604 660;Joker Festningen;11.06.2019 10:00:00;11.05.2019 10:00:00;3218;84809
15 482;604 660;Joker Festningen;11.08.2019 08:30:00;11.06.2019 21:00:00;5120;84810
21 483;572 792;Joker Lilleby;11.04.2019 12:00:00;11.01.2019 10:00:00;1209;253308
21 483;572 792;Joker Lilleby;11.05.2019 12:00:00;11.04.2019 10:00:00;2237;262380
21 483;572 792;Joker Lilleby;11.06.2019 12:00:00;11.05.2019 10:00:00;3202;253309
21 483;572 792;Joker Lilleby;11.07.2019 12:00:00;11.06.2019 10:00:00;4204;262381
21 483;572 792;Joker Lilleby;11.08.2019 12:00:00;11.07.2019 10:00:00;5214;253310
17 502;732 198;Joker Parkveien Bodø;11.05.2019 12:30:00;11.01.2019 10:00:00;1992;99646
17 502;732 198;Joker Parkveien Bodø;11.08.2019 12:30:00;11.06.2019 09:00:00;4992;99647
4 872;679 944;Joker Reipå;11.04.2019 10:30:00;10.31.2019 21:00:00;6991;13797
4 872;679 944;Joker Reipå;11.07.2019 11:00:00;11.05.2019 09:00:00;3991;14786
22 403;629 659;Joker Samfundet;11.04.2019 18:00:00;11.01.2019 13:00:00;1502;291064
22 403;629 659;Joker Samfundet;11.05.2019 18:00:00;11.04.2019 13:00:00;2531;291065
22 403;629 659;Joker Samfundet;11.06.2019 18:00:00;11.05.2019 13:00:00;3501;291066
22 403;629 659;Joker Samfundet;11.07.2019 18:00:00;11.06.2019 13:00:00;4531;291067
22 403;629 659;Joker Samfundet;11.08.2019 18:00:00;11.07.2019 13:00:00;5402;291068
4 532;566 273;Joker Stugudal;11.05.2019 11:30:00;11.03.2019 21:00:00;2121;244196
4 532;566 273;Joker Stugudal;11.07.2019 09:00:00;11.05.2019 10:00:00;3899;244197
54;626 325;SPAR Drag;11.04.2019 11:30:00;10.31.2019 21:00:00;6991;13844
54;626 325;SPAR Drag;11.07.2019 13:00:00;11.05.2019 09:00:00;3991;14866
4 875;916 528;SPAR Dønna;11.05.2019 13:00:00;11.01.2019 10:00:00;1499;39045
4 875;916 528;SPAR Dønna;11.07.2019 08:00:00;11.05.2019 10:00:00;3799;14623
4 875;916 528;SPAR Dønna;11.09.2019 09:00:00;11.07.2019 10:00:00;5299;81058
454;248 997;SPAR Flatanger;11.04.2019 10:45:00;11.01.2019 09:00:00;1112;57949
454;248 997;SPAR Flatanger;11.06.2019 08:00:00;11.04.2019 10:00:00;2799;40670
454;248 997;SPAR Flatanger;11.08.2019 08:00:00;11.06.2019 10:00:00;4399;40672
851;214 411;SPAR Fossum;11.04.2019 08:45:00;11.01.2019 09:00:00;1122;57947
851;214 411;SPAR Fossum;11.05.2019 07:30:00;11.03.2019 21:00:00;2122;57980
851;214 411;SPAR Fossum;11.07.2019 08:30:00;11.05.2019 21:00:00;4126;12011
851;214 411;SPAR Fossum;11.08.2019 09:00:00;11.06.2019 21:00:00;5123;23066
17 582;913 863;SPAR Halsa;11.04.2019 14:00:00;10.31.2019 21:00:00;6991;99239
17 582;913 863;SPAR Halsa;11.05.2019 10:00:00;11.01.2019 10:00:00;1197;99240
17 582;913 863;SPAR Halsa;11.08.2019 10:00:00;11.06.2019 10:00:00;4197;99242
15 628;610 030;SPAR Halsøy;11.04.2019 07:30:00;10.31.2019 21:00:00;6299;85102
15 628;610 030;SPAR Halsøy;11.05.2019 08:00:00;11.01.2019 10:00:00;1399;85104
15 628;610 030;SPAR Halsøy;11.07.2019 08:00:00;11.05.2019 10:00:00;3599;85106
15 628;610 030;SPAR Halsøy;11.08.2019 07:00:00;11.06.2019 10:00:00;4999;85107
15 581;607 077;SPAR Heimdal;11.04.2019 11:30:00;11.01.2019 10:00:00;1234;84808
15 581;607 077;SPAR Heimdal;11.05.2019 12:00:00;11.04.2019 10:00:00;2236;84999
15 581;607 077;SPAR Heimdal;11.06.2019 11:30:00;11.05.2019 10:00:00;3212;96989
15 581;607 077;SPAR Heimdal;11.07.2019 12:00:00;11.06.2019 13:00:00;4213;85000
15 581;607 077;SPAR Heimdal;11.08.2019 11:00:00;11.07.2019 10:00:00;5229;85001
9 820;293 514;SPAR Herøy;11.05.2019 12:30:00;11.01.2019 10:00:00;1499;39048
9 820;293 514;SPAR Herøy;11.07.2019 08:00:00;11.05.2019 10:00:00;3799;14626
1 393;765 354;SPAR Kyvannet;11.04.2019 08:30:00;11.01.2019 09:00:00;1109;57962
1 393;765 354;SPAR Kyvannet;11.05.2019 18:00:00;11.04.2019 13:00:00;2531;57597
1 393;765 354;SPAR Kyvannet;11.06.2019 08:30:00;11.04.2019 21:00:00;3114;14470
1 393;765 354;SPAR Kyvannet;11.07.2019 12:00:00;11.06.2019 10:00:00;4234;44004
1 393;765 354;SPAR Kyvannet;11.08.2019 11:30:00;11.07.2019 10:00:00;5208;57943
1 904;470 708;SPAR Meldal;11.04.2019 10:45:00;11.01.2019 09:00:00;1122;221311
1 904;470 708;SPAR Meldal;11.05.2019 10:00:00;11.03.2019 21:00:00;2113;221314
1 904;470 708;SPAR Meldal;11.07.2019 10:00:00;11.05.2019 21:00:00;4122;221315
1 904;470 708;SPAR Meldal;11.08.2019 09:30:00;11.06.2019 21:00:00;5109;221316
449;910 828;SPAR Nesna;11.04.2019 04:00:00;10.31.2019 21:00:00;6190;26737
449;910 828;SPAR Nesna;11.07.2019 04:00:00;11.05.2019 10:00:00;3190;30210
7 040;386 193;SPAR Oppdal;11.04.2019 10:00:00;11.01.2019 09:00:00;1113;57955
7 040;386 193;SPAR Oppdal;11.06.2019 09:30:00;11.04.2019 21:00:00;3117;14508
7 040;386 193;SPAR Oppdal;11.08.2019 09:00:00;11.06.2019 21:00:00;5106;14983
97;248 534;SPAR Ottersøy;11.05.2019 07:00:00;11.01.2019 10:00:00;1299;68576
97;248 534;SPAR Ottersøy;11.07.2019 08:30:00;11.05.2019 10:00:00;3499;28756
97;248 534;SPAR Ottersøy;11.08.2019 08:00:00;11.06.2019 10:00:00;4499;41234
335;568 659;SPAR Overhalla;11.04.2019 13:00:00;11.01.2019 09:00:00;1114;244772
335;568 659;SPAR Overhalla;11.06.2019 13:45:00;11.04.2019 21:00:00;3116;244773
335;568 659;SPAR Overhalla;11.07.2019 14:30:00;11.05.2019 21:00:00;4112;244774
15 632;608 703;SPAR Rognan;11.04.2019 10:00:00;10.31.2019 21:00:00;6991;84477
15 632;608 703;SPAR Rognan;11.06.2019 09:30:00;11.04.2019 09:00:00;2991;84478
15 632;608 703;SPAR Rognan;11.08.2019 11:00:00;11.06.2019 09:00:00;4992;84479
361;405 027;SPAR Røthe Namsos;11.04.2019 12:30:00;11.01.2019 09:00:00;1112;13707
361;405 027;SPAR Røthe Namsos;11.06.2019 11:30:00;11.04.2019 21:00:00;3116;14498
361;405 027;SPAR Røthe Namsos;11.07.2019 11:30:00;11.05.2019 21:00:00;4112;14694
4 832;722 652;SPAR Sentrum Steinkjer;11.04.2019 10:00:00;11.01.2019 09:00:00;1117;95969
4 832;722 652;SPAR Sentrum Steinkjer;11.05.2019 18:00:00;11.04.2019 13:00:00;2402;95970
4 832;722 652;SPAR Sentrum Steinkjer;11.06.2019 09:30:00;11.04.2019 21:00:00;3122;95971
4 832;722 652;SPAR Sentrum Steinkjer;11.07.2019 17:00:00;11.06.2019 13:00:00;4425;95972
4 832;722 652;SPAR Sentrum Steinkjer;11.08.2019 10:30:00;11.06.2019 21:00:00;5116;95973
15 565;608 653;SPAR Sjøgata Fauske;11.04.2019 09:00:00;10.31.2019 21:00:00;6991;86049
15 565;608 653;SPAR Sjøgata Fauske;11.06.2019 11:00:00;11.04.2019 09:00:00;2991;86050
15 565;608 653;SPAR Sjøgata Fauske;11.08.2019 10:45:00;11.06.2019 09:00:00;4992;86051
400;367 078;SPAR Skage;11.04.2019 13:00:00;11.01.2019 09:00:00;1114;57952
400;367 078;SPAR Skage;11.06.2019 13:00:00;11.04.2019 21:00:00;3116;14500
400;367 078;SPAR Skage;11.07.2019 13:45:00;11.05.2019 21:00:00;4112;14697
16 762;719 252;SPAR Sørsileiret;11.04.2019 10:30:00;11.01.2019 09:00:00;1132;94941
16 762;719 252;SPAR Sørsileiret;11.05.2019 10:00:00;11.03.2019 21:00:00;2103;94942
16 762;719 252;SPAR Sørsileiret;11.06.2019 11:00:00;11.04.2019 21:00:00;3110;94943
16 762;719 252;SPAR Sørsileiret;11.07.2019 10:00:00;11.05.2019 21:00:00;4114;94944
16 762;719 252;SPAR Sørsileiret;11.08.2019 10:00:00;11.06.2019 21:00:00;5116;94945
2 321;644 922;SPAR Vega;11.04.2019 11:00:00;10.31.2019 10:00:00;5399;264320
2 321;644 922;SPAR Vega;11.05.2019 08:30:00;11.01.2019 10:00:00;1899;40333
2 321;644 922;SPAR Vega;11.06.2019 09:00:00;11.04.2019 10:00:00;2599;14368
2 321;644 922;SPAR Vega;11.08.2019 11:00:00;11.06.2019 10:00:00;4699;14892
15 575;606 152;SPAR Ørnes;11.04.2019 10:30:00;10.31.2019 21:00:00;6991;84782
15 575;606 152;SPAR Ørnes;11.05.2019 11:00:00;11.01.2019 10:00:00;1197;99236
15 575;606 152;SPAR Ørnes;11.07.2019 10:30:00;11.05.2019 09:00:00;3991;84783
4 987;918 920;MENY Lade;11.04.2019 18:00:00;11.01.2019 13:00:00;1502;21861
4 987;918 920;MENY Lade;11.05.2019 15:00:00;11.04.2019 13:00:00;2431;57590
4 987;918 920;MENY Lade;11.06.2019 16:00:00;11.05.2019 13:00:00;3401;57600
4 987;918 920;MENY Lade;11.07.2019 18:00:00;11.06.2019 13:00:00;4531;57997
4 987;918 920;MENY Lade;11.08.2019 09:30:00;11.06.2019 21:00:00;5119;57946
4 987;918 920;MENY Lade;11.09.2019 11:00:00;11.07.2019 21:00:00;6533;58336
10 443;454 553;MENY Magneten;11.04.2019 15:30:00;11.01.2019 13:00:00;1433;57584
10 443;454 553;MENY Magneten;11.05.2019 09:00:00;11.03.2019 21:00:00;2132;57982
10 443;454 553;MENY Magneten;11.06.2019 07:00:00;11.04.2019 21:00:00;3135;23994
10 443;454 553;MENY Magneten;11.07.2019 09:00:00;11.05.2019 21:00:00;4110;57993
10 443;454 553;MENY Magneten;11.08.2019 08:25:00;11.06.2019 21:00:00;5110;57938
10 443;454 553;MENY Magneten;11.09.2019 07:30:00;11.07.2019 21:00:00;6333;33355
10 444;456 632;MENY Moholt;11.04.2019 07:15:00;11.01.2019 09:00:00;1103;33503
10 444;456 632;MENY Moholt;11.05.2019 15:00:00;11.04.2019 13:00:00;2403;57595
10 444;456 632;MENY Moholt;11.06.2019 07:30:00;11.04.2019 21:00:00;3103;57974
10 444;456 632;MENY Moholt;11.07.2019 07:55:00;11.05.2019 21:00:00;4132;57994
10 444;456 632;MENY Moholt;11.08.2019 08:00:00;11.06.2019 21:00:00;5119;57939
10 444;456 632;MENY Moholt;11.09.2019 08:30:00;11.07.2019 21:00:00;6233;58337
2 367;912 758;MENY Solsiden;11.04.2019 08:15:00;11.01.2019 09:00:00;1135;57964
2 367;912 758;MENY Solsiden;11.05.2019 07:30:00;11.03.2019 21:00:00;2119;57985
2 367;912 758;MENY Solsiden;11.06.2019 08:15:00;11.04.2019 21:00:00;3107;57978
2 367;912 758;MENY Solsiden;11.07.2019 07:00:00;11.05.2019 21:00:00;4121;58406
2 367;912 758;MENY Solsiden;11.08.2019 08:00:00;11.06.2019 21:00:00;5132;57945
18 462;349 795;MENY Sverresborg;11.04.2019 08:30:00;11.01.2019 09:00:00;1109;104466
18 462;349 795;MENY Sverresborg;11.05.2019 07:30:00;11.03.2019 21:00:00;2125;104492
18 462;349 795;MENY Sverresborg;11.06.2019 08:00:00;11.04.2019 21:00:00;3112;103533
18 462;349 795;MENY Sverresborg;11.07.2019 08:00:00;11.05.2019 21:00:00;4125;104544
18 462;349 795;MENY Sverresborg;11.08.2019 09:00:00;11.06.2019 21:00:00;5137;103537
6 000;576 850;MENY Tiller;11.04.2019 07:30:00;11.01.2019 09:00:00;1116;96338
6 000;576 850;MENY Tiller;11.05.2019 07:00:00;11.03.2019 21:00:00;2135;25235
6 000;576 850;MENY Tiller;11.06.2019 07:20:00;11.04.2019 21:00:00;3119;14465
6 000;576 850;MENY Tiller;11.07.2019 07:00:00;11.05.2019 21:00:00;4103;33516
6 000;576 850;MENY Tiller;11.08.2019 07:45:00;11.06.2019 21:00:00;5107;57941
6 000;576 850;MENY Tiller;11.09.2019 07:00:00;11.07.2019 21:00:00;6233;45160
4 816;632 935;MENY Verdal;11.04.2019 09:30:00;11.01.2019 09:00:00;1107;57961
4 816;632 935;MENY Verdal;11.05.2019 08:30:00;11.03.2019 21:00:00;2103;14221
4 816;632 935;MENY Verdal;11.06.2019 09:30:00;11.04.2019 21:00:00;3110;57975
4 816;632 935;MENY Verdal;11.07.2019 10:30:00;11.05.2019 21:00:00;4110;57996
